Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2012-01-03,0.3218969404697418,0.3301507109773015,0.3212091217055667,0.32785797265296074,468044000
2012-01-04,0.32556527853012085,0.32694091612975423,0.3191456819506188,0.32212621186230966,347372000
2012-01-05,0.33725813031196594,0.3388630500227686,0.32258476218032034,0.3239603998377874,563548000
2012-01-06,0.3333604335784912,0.33725803607723714,0.3294628310797453,0.33702878141923204,533252000
2012-01-09,0.3333604335784912,0.3397800286341547,0.33106772301084464,0.3335897155677622,508244000
2012-01-10,0.3319847881793976,0.3386336650615874,0.3296920776678698,0.3384043830779285,546328000
2012-01-11,0.32533594965934753,0.3319847994357087,0.32396031237328227,0.3290042702034114,484272000
2012-01-12,0.3232725262641907,0.3262530557964466,0.316165111789678,0.3260238011132078,652364000
2012-01-13,0.3147895038127899,0.32166763631903705,0.3131846116942527,0.32097981760215855,504300000
2012-01-17,0.309974730014801,0.3196041352105516,0.30951619341768505,0.3196041352105516,627176000
2012-01-18,0.3205212354660034,0.32304322795996454,0.3143309225541395,0.31593581444517604,632676000
2012-01-19,0.32900434732437134,0.32946291141472783,0.3198335028176013,0.3232725695076401,608312000
2012-01-20,0.32602375745773315,0.33244335236039024,0.32487740220123246,0.32854572262327564,546272000
2012-01-23,0.334965318441391,0.33519460042582383,0.32212612860098744,0.32625301300192183,562792000
2012-01-24,0.34253135323524475,0.343906990819129,0.3324434353910002,0.33267269010079953,730920000
2012-01-25,0.3404679596424103,0.34138503323964337,0.32373113417706956,0.3333605436043916,1274152000
2012-01-26,0.33725813031196594,0.3494095325132866,0.33542398321037453,0.3455119015942212,799672000
2012-01-27,0.3418435752391815,0.3436777223149083,0.3324434484853529,0.33519469643021615,449996000
2012-01-30,0.3393215239048004,0.3409264159868623,0.33083847214154616,0.33588245772983844,399076000
2012-01-31,0.3386337459087372,0.3404679202221126,0.33267268622308493,0.3402386381837138,357900000
2012-02-01,0.3423021137714386,0.3461997173243456,0.3377166913959543,0.3425313684914489,428020000
2012-02-02,0.355141282081604,0.35651689229758976,0.3406971698292186,0.3441362636973613,696236000
2012-02-03,0.3627072274684906,0.36568775721361135,0.35972669772336985,0.3604145164847471,495232000
2012-02-06,0.3599560260772705,0.3613316364457825,0.3567462138881939,0.3608730996562785,278868000
2012-02-07,0.3608729839324951,0.3629364124892055,0.3544533889442348,0.3604144472900334,410296000
